wkt_geom,sid,objectid,c28992r100,inw2014,i2014_014,i2014_1524,i2014_2544,i2014_4564,i2014_65pl,p_auto2014,p_wal2014,p_nwal2014,won2012,wozwon2012,i2014_1564,Disable
"Polygon ((92500 433700.0000000074505806, 92600.0000000037252903 433700.0000000074505806, 92600.0000000037252903 433600.0000000111758709, 92500 433600.0000000111758709, 92500 433700.0000000074505806))",393761,393761,E0925N4336,225,55,35,60,55,20,minder dan 40%,8% tot 15%,67% of meer,80,99,150,1
"Polygon ((92600.0000000037252903 433700.0000000074505806, 92700 433700.0000000074505806, 92700 433600.0000000111758709, 92600.0000000037252903 433600.0000000111758709, 92600.0000000037252903 433700.0000000074505806))",393762,393762,E0926N4336,210,55,30,70,40,10,minder dan 40%,minder dan 8%,67% of meer,100,89,140,0
"Polygon ((92700 433700.0000000074505806, 92800 433700.0000000074505806, 92800 433600.0000000111758709, 92700 433600.0000000111758709, 92700 433700.0000000074505806))",393763,393763,E0927N4336,105,0,0,0,25,80,75% tot 90%,minder dan 8%,10% tot 25%,-99998,-99998,25,1
"Polygon ((92800 433700.0000000074505806, 92900.0000000037252903 433700.0000000074505806, 92900.0000000037252903 433600.0000000111758709, 92800 433600.0000000111758709, 92800 433700.0000000074505806))",393764,393764,E0928N4336,205,25,20,105,40,10,40% tot 60%,25% tot 45%,10% tot 25%,135,95,165,0
"Polygon ((92900.0000000037252903 433700.0000000074505806, 93000.0000000037252903 433700.0000000074505806, 93000.0000000037252903 433600.0000000111758709, 92900.0000000037252903 433600.0000000111758709, 92900.0000000037252903 433700.0000000074505806))",393765,393765,E0929N4336,165,15,15,80,45,15,40% tot 60%,15% tot 25%,10% tot 25%,115,88,140,1
"Polygon ((93000.0000000037252903 433700.0000000074505806, 93100 433700.0000000074505806, 93100 433600.0000000111758709, 93000.0000000037252903 433600.0000000111758709, 93000.0000000037252903 433700.0000000074505806))",393766,393766,E0930N4336,170,25,20,85,25,15,minder dan 40%,8% tot 15%,45% tot 67%,95,95,130,0
"Polygon ((93300.0000000037252903 433700.0000000074505806, 93400.0000000037252903 433700.0000000074505806, 93400.0000000037252903 433600.0000000111758709, 93300.0000000037252903 433600.0000000111758709, 93300.0000000037252903 433700.0000000074505806))",393767,393767,E0933N4336,70,15,0,30,15,10,minder dan 40%,8% tot 15%,45% tot 67%,35,138,45,1
"Polygon ((93400.0000000037252903 433700.0000000074505806, 93500 433700.0000000074505806, 93500 433600.0000000111758709, 93400.0000000037252903 433600.0000000111758709, 93400.0000000037252903 433700.0000000074505806))",393768,393768,E0934N4336,-99998,0,0,0,0,0,nihil,nihil,nihil,-99998,-99998,0,-99998
"Polygon ((93500 433700.0000000074505806, 93600 433700.0000000074505806, 93600 433600.0000000111758709, 93500 433600.0000000111758709, 93500 433700.0000000074505806))",393769,393769,E0935N4336,45,5,0,15,20,10,40% tot 60%,minder dan 8%,25% tot 45%,30,120,35,39
"Polygon ((93600 433700.0000000074505806, 93700.0000000037252903 433700.0000000074505806, 93700.0000000037252903 433600.0000000111758709, 93600 433600.0000000111758709, 93600 433700.0000000074505806))",393770,393770,E0936N4336,350,45,65,125,95,25,minder dan 40%,8% tot 15%,67% of meer,70,117,285,0
"Polygon ((93700.0000000037252903 433700.0000000074505806, 93800 433700.0000000074505806, 93800 433600.0000000111758709, 93700.0000000037252903 433600.0000000111758709, 93700.0000000037252903 433700.0000000074505806))",393771,393771,E0937N4336,70,20,10,25,10,0,minder dan 40%,8% tot 15%,45% tot 67%,35,-99999,45,0
"Polygon ((93800 433700.0000000074505806, 93900 433700.0000000074505806, 93900 433600.0000000111758709, 93800 433600.0000000111758709, 93800 433700.0000000074505806))",393772,393772,E0938N4336,100,20,15,35,25,5,minder dan 40%,minder dan 8%,45% tot 67%,50,114,75,0
"Polygon ((93900 433700.0000000074505806, 94000.0000000037252903 433700.0000000074505806, 94000.0000000037252903 433600.0000000111758709, 93900 433600.0000000111758709, 93900 433700.0000000074505806))",393773,393773,E0939N4336,175,35,25,45,60,10,40% tot 60%,minder dan 8%,45% tot 67%,95,93,130,1
"Polygon ((94000.0000000037252903 433700.0000000074505806, 94100.0000000037252903 433700.0000000074505806, 94100.0000000037252903 433600.0000000111758709, 94000.0000000037252903 433600.0000000111758709, 94000.0000000037252903 433700.0000000074505806))",393774,393774,E0940N4336,150,25,20,45,40,15,minder dan 40%,8% tot 15%,45% tot 67%,70,130,105,0
"Polygon ((94100.0000000037252903 433700.0000000074505806, 94200 433700.0000000074505806, 94200 433600.0000000111758709, 94100.0000000037252903 433600.0000000111758709, 94100.0000000037252903 433700.0000000074505806))",393775,393775,E0941N4336,100,20,15,25,20,20,40% tot 60%,minder dan 8%,45% tot 67%,50,140,60,1
"Polygon ((94200 433700.0000000074505806, 94300 433700.0000000074505806, 94300 433600.0000000111758709, 94200 433600.0000000111758709, 94200 433700.0000000074505806))",393776,393776,E0942N4336,65,5,10,5,25,15,60% tot 75%,minder dan 8%,25% tot 45%,30,144,40,1
"Polygon ((94300 433700.0000000074505806, 94400.0000000037252903 433700.0000000074505806, 94400.0000000037252903 433600.0000000111758709, 94300 433600.0000000111758709, 94300 433700.0000000074505806))",393777,393777,E0943N4336,45,5,10,5,15,5,40% tot 60%,15% tot 25%,25% tot 45%,20,145,30,9
"Polygon ((94400.0000000037252903 433700.0000000074505806, 94500.0000000074505806 433700.0000000074505806, 94500.0000000074505806 433600.0000000111758709, 94400.0000000037252903 433600.0000000111758709, 94400.0000000037252903 433700.0000000074505806))",393778,393778,E0944N4336,105,15,20,15,40,15,40% tot 60%,8% tot 15%,25% tot 45%,50,138,75,1
"Polygon ((94500.0000000074505806 433700.0000000074505806, 94600 433700.0000000074505806, 94600 433600.0000000111758709, 94500.0000000074505806 433600.0000000111758709, 94500.0000000074505806 433700.0000000074505806))",393779,393779,E0945N4336,95,15,15,20,25,20,40% tot 60%,minder dan 8%,25% tot 45%,45,134,60,0
"Polygon ((94600 433700.0000000074505806, 94700.0000000037252903 433700.0000000074505806, 94700.0000000037252903 433600.0000000111758709, 94600 433600.0000000111758709, 94600 433700.0000000074505806))",393780,393780,E0946N4336,95,20,15,20,30,5,40% tot 60%,minder dan 8%,25% tot 45%,45,130,65,1
"Polygon ((94700.0000000037252903 433700.0000000074505806, 94800.0000000037252903 433700.0000000074505806, 94800.0000000037252903 433600.0000000111758709, 94700.0000000037252903 433600.0000000111758709, 94700.0000000037252903 433700.0000000074505806))",393781,393781,E0947N4336,85,10,10,15,25,20,60% tot 75%,8% tot 15%,10% tot 25%,45,146,50,1
"Polygon ((94800.0000000037252903 433700.0000000074505806, 94900 433700.0000000074505806, 94900 433600.0000000111758709, 94800.0000000037252903 433600.0000000111758709, 94800.0000000037252903 433700.0000000074505806))",393782,393782,E0948N4336,85,30,0,20,20,10,40% tot 60%,8% tot 15%,25% tot 45%,30,185,40,1
"Polygon ((94900 433700.0000000074505806, 95000 433700.0000000074505806, 95000 433600.0000000111758709, 94900 433600.0000000111758709, 94900 433700.0000000074505806))",393783,393783,E0949N4336,160,30,20,40,55,15,40% tot 60%,8% tot 15%,25% tot 45%,65,186,115,1
"Polygon ((95000 433700.0000000074505806, 95100.0000000037252903 433700.0000000074505806, 95100.0000000037252903 433600.0000000111758709, 95000 433600.0000000111758709, 95000 433700.0000000074505806))",393784,393784,E0950N4336,135,30,25,25,50,0,75% tot 90%,8% tot 15%,10% tot 25%,40,198,100,0
"Polygon ((95100.0000000037252903 433700.0000000074505806, 95200.0000000037252903 433700.0000000074505806, 95200.0000000037252903 433600.0000000111758709, 95100.0000000037252903 433600.0000000111758709, 95100.0000000037252903 433700.0000000074505806))",393785,393785,E0951N4336,155,20,30,25,65,10,75% tot 90%,minder dan 8%,10% tot 25%,60,190,120,1
"Polygon ((95200.0000000037252903 433700.0000000074505806, 95300 433700.0000000074505806, 95300 433600.0000000111758709, 95200.0000000037252903 433600.0000000111758709, 95200.0000000037252903 433700.0000000074505806))",393786,393786,E0952N4336,95,5,5,10,20,55,75% tot 90%,minder dan 8%,10% tot 25%,70,126,35,0
"Polygon ((95300 433700.0000000074505806, 95400 433700.0000000074505806, 95400 433600.0000000111758709, 95300 433600.0000000111758709, 95300 433700.0000000074505806))",393787,393787,E0953N4336,70,10,5,10,30,15,60% tot 75%,minder dan 8%,25% tot 45%,40,141,45,0
"Polygon ((95400 433700.0000000074505806, 95500.0000000037252903 433700.0000000074505806, 95500.0000000037252903 433600.0000000111758709, 95400 433600.0000000111758709, 95400 433700.0000000074505806))",393788,393788,E0954N4336,15,0,0,5,5,0,40% tot 60%,geen w. allochtoon,45% tot 67%,5,-99997,10,14
"Polygon ((95600 433700.0000000074505806, 95700 433700.0000000074505806, 95700 433600.0000000111758709, 95600 433600.0000000111758709, 95600 433700.0000000074505806))",393789,393789,E0956N4336,0,0,0,0,0,0,geheim,geheim,geheim,-99998,-99998,0,0
"Polygon ((96000 433700.0000000074505806, 96100 433700.0000000074505806, 96100 433600.0000000111758709, 96000 433600.0000000111758709, 96000 433700.0000000074505806))",393790,393790,E0960N4336,5,0,0,0,0,0,geheim,geheim,geheim,0,-99997,0,5
"Polygon ((96100 433700.0000000074505806, 96200.0000000037252903 433700.0000000074505806, 96200.0000000037252903 433600.0000000111758709, 96100 433600.0000000111758709, 96100 433700.0000000074505806))",393791,393791,E0961N4336,5,0,0,5,0,0,geheim,geheim,geheim,-99998,-99998,5,5
"Polygon ((96200.0000000037252903 433700.0000000074505806, 96300.0000000037252903 433700.0000000074505806, 96300.0000000037252903 433600.0000000111758709, 96200.0000000037252903 433600.0000000111758709, 96200.0000000037252903 433700.0000000074505806))",393792,393792,E0962N4336,-99998,0,0,0,0,0,nihil,nihil,nihil,0,-99997,0,-99998
"Polygon ((96900.0000000037252903 433700.0000000074505806, 97000.0000000037252903 433700.0000000074505806, 97000.0000000037252903 433600.0000000111758709, 96900.0000000037252903 433600.0000000111758709, 96900.0000000037252903 433700.0000000074505806))",393793,393793,E0969N4336,225,0,0,0,0,225,90% of meer,minder dan 8%,geen nw. allochtoon,115,-99997,0,1
"Polygon ((97000.0000000037252903 433700.0000000074505806, 97100 433700.0000000074505806, 97100 433600.0000000111758709, 97000.0000000037252903 433600.0000000111758709, 97000.0000000037252903 433700.0000000074505806))",393794,393794,E0970N4336,50,5,5,10,20,10,60% tot 75%,8% tot 15%,10% tot 25%,25,202,35,32
"Polygon ((97200 433700.0000000074505806, 97300.0000000037252903 433700.0000000074505806, 97300.0000000037252903 433600.0000000111758709, 97200 433600.0000000111758709, 97200 433700.0000000074505806))",393795,393795,E0972N4336,105,5,10,40,30,15,60% tot 75%,minder dan 8%,25% tot 45%,155,150,80,0
"Polygon ((97400.0000000037252903 433700.0000000074505806, 97500 433700.0000000074505806, 97500 433600.0000000111758709, 97400.0000000037252903 433600.0000000111758709, 97400.0000000037252903 433700.0000000074505806))",393796,393796,E0974N4336,10,0,0,0,0,10,geheim,geheim,geheim,10,-99997,0,6
"Polygon ((97500 433700.0000000074505806, 97600 433700.0000000074505806, 97600 433600.0000000111758709, 97500 433600.0000000111758709, 97500 433700.0000000074505806))",393797,393797,E0975N4336,200,0,0,0,25,170,75% tot 90%,minder dan 8%,10% tot 25%,190,80,25,1
"Polygon ((97600 433700.0000000074505806, 97700.0000000037252903 433700.0000000074505806, 97700.0000000037252903 433600.0000000111758709, 97600 433600.0000000111758709, 97600 433700.0000000074505806))",393798,393798,E0976N4336,40,10,10,10,5,5,40% tot 60%,minder dan 8%,25% tot 45%,15,168,25,6
"Polygon ((97700.0000000037252903 433700.0000000074505806, 97800 433700.0000000074505806, 97800 433600.0000000111758709, 97700.0000000037252903 433600.0000000111758709, 97700.0000000037252903 433700.0000000074505806))",393799,393799,E0977N4336,105,30,30,25,20,5,minder dan 40%,minder dan 8%,67% of meer,30,170,75,1
"Polygon ((97800 433700.0000000074505806, 97900 433700.0000000074505806, 97900 433600.0000000111758709, 97800 433600.0000000111758709, 97800 433700.0000000074505806))",393800,393800,E0978N4336,85,10,30,15,30,0,minder dan 40%,minder dan 8%,45% tot 67%,20,169,75,0
"Polygon ((97900 433700.0000000074505806, 98000.0000000037252903 433700.0000000074505806, 98000.0000000037252903 433600.0000000111758709, 97900 433600.0000000111758709, 97900 433700.0000000074505806))",393801,393801,E0979N4336,25,5,5,10,5,0,40% tot 60%,minder dan 8%,25% tot 45%,10,169,20,23
"Polygon ((98000.0000000037252903 433700.0000000074505806, 98100.0000000037252903 433700.0000000074505806, 98100.0000000037252903 433600.0000000111758709, 98000.0000000037252903 433600.0000000111758709, 98000.0000000037252903 433700.0000000074505806))",393802,393802,E0980N4336,-99998,0,0,0,0,0,nihil,nihil,nihil,-99998,-99998,0,-99998
"Polygon ((98100.0000000037252903 433700.0000000074505806, 98200 433700.0000000074505806, 98200 433600.0000000111758709, 98100.0000000037252903 433600.0000000111758709, 98100.0000000037252903 433700.0000000074505806))",393803,393803,E0981N4336,-99998,0,0,0,0,0,nihil,nihil,nihil,-99998,-99998,0,-99998
"Polygon ((98300 433700.0000000074505806, 98400.0000000037252903 433700.0000000074505806, 98400.0000000037252903 433600.0000000111758709, 98300 433600.0000000111758709, 98300 433700.0000000074505806))",393804,393804,E0983N4336,45,10,5,10,15,5,75% tot 90%,geen w. allochtoon,10% tot 25%,15,184,30,2
"Polygon ((98400.0000000037252903 433700.0000000074505806, 98500.0000000074505806 433700.0000000074505806, 98500.0000000074505806 433600.0000000111758709, 98400.0000000037252903 433600.0000000111758709, 98400.0000000037252903 433700.0000000074505806))",393805,393805,E0984N4336,95,10,10,25,40,5,60% tot 75%,minder dan 8%,25% tot 45%,35,171,75,1
"Polygon ((98500.0000000074505806 433700.0000000074505806, 98600 433700.0000000074505806, 98600 433600.0000000111758709, 98500.0000000074505806 433600.0000000111758709, 98500.0000000074505806 433700.0000000074505806))",393806,393806,E0985N4336,140,35,20,45,25,15,minder dan 40%,8% tot 15%,45% tot 67%,70,106,90,1
"Polygon ((98600 433700.0000000074505806, 98700.0000000037252903 433700.0000000074505806, 98700.0000000037252903 433600.0000000111758709, 98600 433600.0000000111758709, 98600 433700.0000000074505806))",393807,393807,E0986N4336,80,15,10,25,25,10,minder dan 40%,8% tot 15%,45% tot 67%,45,124,60,1
"Polygon ((98700.0000000037252903 433700.0000000074505806, 98800.0000000037252903 433700.0000000074505806, 98800.0000000037252903 433600.0000000111758709, 98700.0000000037252903 433600.0000000111758709, 98700.0000000037252903 433700.0000000074505806))",393808,393808,E0987N4336,80,25,10,30,15,5,minder dan 40%,minder dan 8%,67% of meer,35,113,55,1
"Polygon ((98800.0000000037252903 433700.0000000074505806, 98900 433700.0000000074505806, 98900 433600.0000000111758709, 98800.0000000037252903 433600.0000000111758709, 98800.0000000037252903 433700.0000000074505806))",393809,393809,E0988N4336,75,15,15,20,25,0,minder dan 40%,8% tot 15%,45% tot 67%,25,177,60,0
"Polygon ((99200.0000000037252903 433700.0000000074505806, 99300 433700.0000000074505806, 99300 433600.0000000111758709, 99200.0000000037252903 433600.0000000111758709, 99200.0000000037252903 433700.0000000074505806))",393810,393810,E0992N4336,10,0,0,0,5,5,geheim,geheim,geheim,5,486,5,2
"Polygon ((99300 433700.0000000074505806, 99400 433700.0000000074505806, 99400 433600.0000000111758709, 99300 433600.0000000111758709, 99300 433700.0000000074505806))",393811,393811,E0993N4336,35,0,0,5,15,15,75% tot 90%,15% tot 25%,geen nw. allochtoon,20,289,20,28
"Polygon ((99400 433700.0000000074505806, 99500.0000000037252903 433700.0000000074505806, 99500.0000000037252903 433600.0000000111758709, 99400 433600.0000000111758709, 99400 433700.0000000074505806))",393812,393812,E0994N4336,90,10,25,15,25,10,40% tot 60%,8% tot 15%,25% tot 45%,30,188,65,0
"Polygon ((99500.0000000037252903 433700.0000000074505806, 99600 433700.0000000074505806, 99600 433600.0000000111758709, 99500.0000000037252903 433600.0000000111758709, 99500.0000000037252903 433700.0000000074505806))",393813,393813,E0995N4336,145,5,10,15,35,85,75% tot 90%,8% tot 15%,minder dan 10%,85,-99997,60,0
"Polygon ((99600 433700.0000000074505806, 99700 433700.0000000074505806, 99700 433600.0000000111758709, 99600 433600.0000000111758709, 99600 433700.0000000074505806))",393814,393814,E0996N4336,170,0,0,15,55,95,90% of meer,minder dan 8%,minder dan 10%,105,148,70,0
"Polygon ((99700 433700.0000000074505806, 99800.0000000037252903 433700.0000000074505806, 99800.0000000037252903 433600.0000000111758709, 99700 433600.0000000111758709, 99700 433700.0000000074505806))",393815,393815,E0997N4336,5,0,0,0,0,0,geheim,geheim,geheim,0,-99997,0,2
"Polygon ((85700.0000000037252903 433600.0000000111758709, 85800 433600.0000000111758709, 85800 433500, 85700.0000000037252903 433500, 85700.0000000037252903 433600.0000000111758709))",394133,394133,E0857N4335,10,0,0,5,0,0,geheim,geheim,geheim,5,-99997,5,5
"Polygon ((85800 433600.0000000111758709, 85900 433600.0000000111758709, 85900 433500, 85800 433500, 85800 433600.0000000111758709))",394134,394134,E0858N4335,5,0,0,0,5,0,geheim,geheim,geheim,5,-99997,5,1
"Polygon ((85900 433600.0000000111758709, 86000.0000000037252903 433600.0000000111758709, 86000.0000000037252903 433500, 85900 433500, 85900 433600.0000000111758709))",394135,394135,E0859N4335,65,15,5,20,15,15,60% tot 75%,15% tot 25%,10% tot 25%,35,128,40,0
"Polygon ((86000.0000000037252903 433600.0000000111758709, 86100.0000000037252903 433600.0000000111758709, 86100.0000000037252903 433500, 86000.0000000037252903 433500, 86000.0000000037252903 433600.0000000111758709))",394136,394136,E0860N4335,110,20,20,25,30,10,60% tot 75%,8% tot 15%,10% tot 25%,40,146,75,0
