wkt_geom,id,name,desc,ModeType,Rh1_Wd/h,Rd2_Wd/h,NRh_Wd/h,Rh1_We/h,Rh2_We/h,NRh_We/h
Point (92456.02831187765696086 438046.02184530918020755),644,Heer Bokelweg,Buslijn 39 Zone 5300,Bus,5,3,2,4,2,1
Point (92547.02819994527089875 438069.02254415804054588),645,Heer Bokelweg,Tramlijn 4 Zone 5300,Tram,4,4,2,3,3,2
Point (92515.02824169016093947 438061.02172146795783192),646,Heer Bokelweg,Tramlijn 4 Zone 5300,Tram,4,4,2,3,3,2
Point (98922.02166408667108044 440356.03525240876479074),647,Heksendans,Buslijn 30 Zone 5321,Bus,3,3,2,3,2,2
Point (98978.02152204667800106 440418.03523400839185342),648,Heksendans,"Buslijn 30, BOB-buslijn 5 Zone 5300",Bus,12,10,6,10,8,4
Point (71377.01543440317618661 445673.97095463814912364),649,Heliotroop,BOB-buslijn 19 Zone 5300,Bus,6,5,4,3,3,1
Point (96874.02325815090443939 439830.03033510269597173),650,Hendrick Staetsweg,Buslijn 36 Zone 5321,Bus,4,2,1,3,2,1
Point (96921.02322078167344444 439838.03128955035936087),651,Hendrick Staetsweg,"Buslijn 36, BOB-buslijn 5 Zone 5300",Bus,13,9,5,10,8,3
Point (91351.02981383583392017 437504.01900795235997066),652,Henegouwerplein,"Buslijn 40, Buslijn 38, BOB-buslijn 2 Zone 5300",Bus,12,10,9,10,8,7
Point (91256.02997099386993796 437457.01907182176364586),653,Henegouwerplein,"Buslijn 40, Buslijn 38, BOB-buslijn 2 Zone 5300",Bus,12,10,9,10,8,7
Point (97378.02292980079073459 439907.03155031567439437),654,Henri Eversstraat,Buslijn 36 Zone 5321,Bus,4,2,1,3,2,1
Point (97426.02305564042762853 439844.03218914434546605),655,Henri Eversstraat,"Buslijn 36, Buslijn 37, BOB-buslijn 5 Zone 5300",Bus,17,10,6,12,9,4
Point (97397.02313712341128848 439819.0321922266157344),656,Henri Eversstraat,Buslijn 37 Zone 5321,Bus,4,1,1,2,1,1
Point (97642.03684633478405885 432631.03262309066485614),657,Herenoord,"Buslijn 76, Buslijn 70 Zone 5324",Bus,13,13,11,12,12,8
Point (97621.03688417775265407 432623.03186245576944202),658,Herenoord,"Buslijn 76, Buslijn 70 Zone 5324",Bus,13,13,11,12,12,8
Point (68551.02010094183788169 444162.96288067882414907),659,Herman Visser,BOB-buslijn 19 Zone 5300,Bus,6,5,4,3,3,1
Point (100295.02071713095938321 440659.03726780746364966),660,Hermitage,Buslijn 30 Zone 5321,Bus,3,3,2,3,2,2
Point (95942.02967130816250574 436744.02913005684968084),661,HES,"Buslijn 183, Buslijn 140, Buslijn 145, Buslijn 245 Zone 5311",Bus,21,20,16,19,19,12
Point (95948.02975676645291969 436675.02872065117117018),662,HES,"Buslijn 183, Buslijn 145, Buslijn 140, Buslijn 245 Zone 5311",Bus,21,20,16,19,19,12
Point (97810.01891601042007096 441949.03274358599446714),663,Hesseplaats,BOB-buslijn 1 Zone 5300,Bus,3,3,1,2,2,1
Point (97801.01870236061222386 442058.03240125125739723),664,Hesseplaats,Buslijn 35 Zone 5321,Bus,8,8,4,7,4,4
Point (97810.01891601042007096 441949.03274358599446714),665,Hesseplaats,Buslijn 35 Zone 5321,Bus,8,8,4,7,4,4
Point (97611.01889609757927246 441970.03185917966766283),666,Hesseplaats,Metrolijn A/B/C Zone 5321 Dit metrostation is toegankelijk met een rolstoel.,Metro,12,12,6,12,12,6
Point (97611.01889609757927246 441970.03185917966766283),667,Hesseplaats,Metrolijn A/B/C Zone 5321 Dit metrostation is toegankelijk met een rolstoel.,Metro,12,12,6,12,12,6
Point (88733.03292532420891803 436557.01391724520362914),668,Het Witte Dorp,BOB-buslijn 2 Zone 5300,Bus,3,3,2,3,2,1
Point (88728.03290012195066083 436554.0136032683076337),669,Het Witte Dorp,"Tramlijn 24, Tramlijn 21 Zone 5319 Halte is rolstoeltoegankelijk.",Tram,5,5,4,4,4,2
Point (88739.03286545549053699 436555.01390961406286806),670,Het Witte Dorp,"Tramlijn 24, Tramlijn 21 Zone 5319 Halte is rolstoeltoegankelijk.",Tram,5,5,4,4,4,2
Point (83598.03178981927339919 437918.00246670329943299),671,Het Zonnehuis,Buslijn 56 Zone 5329,Bus,10,9,7,10,10,5
Point (83644.0317768259847071 437915.00226495100650936),672,Het Zonnehuis,Buslijn 56 Zone 5329,Bus,10,9,7,10,10,5
Point (94405.0347718256234657 434496.02633178338874131),673,Hillevliet,"Buslijn 66, Buslijn 77 Zone 5314",Bus,10,7,5,8,4,2
Point (94394.03476245264755562 434516.02622243418591097),674,Hillevliet,"Buslijn 66, Buslijn 77 Zone 5314",Bus,10,7,5,8,4,2
Point (94312.034818334155716 434485.02541078231297433),675,Hillevliet,"Tramlijn 2, Tramlijn 20, Tramlijn 25 Zone 5314 Halte is rolstoeltoegankelijk.",Tram,9,9,6,8,8,6
Point (94365.03491359541658312 434441.02556544361868873),676,Hillevliet,"Tramlijn 2, Tramlijn 20, Tramlijn 25 Zone 5314 Halte is rolstoeltoegankelijk.",Tram,9,9,6,8,8,6
Point (86688.01177120050124358 446309.009822073567193),677,Hoefsmidstraat,BOB-buslijn 10 Zone 5300,Bus,4,3,2,4,3,1
Point (68288.02057576848892495 443993.96226104407105595),678,Hoek van Holland Berghaven,Fast Ferry Zone 5367 De Nieuwe Prins is rolstoeltoegankelijk.,Ferry,8,8,6,8,8,6
Point (95608.01239724195329472 445486.02859511168207973),679,Hoekeindsebrug,Buslijn 173 Zone 5320,Bus,5,4,2,5,4,2
Point (95604.01250424167665187 445440.02802928746677935),680,Hoekeindsebrug,"Buslijn 173, BOB-buslijn 17 Zone 5300",Bus,9,7,5,8,6,3
Point (95842.01093749732535798 446199.02860747219529003),681,Hoekeindseweg,"Buslijn 173, BOB-buslijn 17 Zone 5300",Bus,9,7,5,8,6,3
Point (95822.01101059252687264 446169.02880102483322844),682,Hoekeindseweg nr 79,Buslijn 173 Zone 5330,Bus,5,4,2,5,4,2
Point (85365.02909843648376409 438827.00677502003964037),683,Hof van Spaland,BOB-buslijn 3 Zone 5300,Bus,6,6,4,5,5,2
Point (85415.0289134534978075 438894.00631112908013165),684,Hof van Spaland,Buslijn 121 Zone 5327,Bus,1,1,1,1,1,0
Point (85452.02890290430514142 438881.00671184906968847),685,Hof van Spaland,Buslijn 51 Zone 5327,Bus,7,5,5,7,5,4
Point (85470.02892331180919427 438895.00668369675986469),686,Hof van Spaland,Buslijn 51 Zone 5327,Bus,7,5,5,7,5,4
Point (85381.02880285996070597 438948.00658417178783566),687,Hof van Spaland,"Tramlijn 24, Tramlijn 21 Zone 5327 Halte is rolstoeltoegankelijk.",Tram,5,5,4,4,4,2
Point (85375.02885811624582857 438925.0059563311515376),688,Hof van Spaland,"Tramlijn 24, Tramlijn 21 Zone 5327 Halte is rolstoeltoegankelijk.",Tram,5,5,4,4,4,2
Point (83348.03520123915222939 436496.00114870257675648),689,Hoflaan,Buslijn 57 Zone 5329,Bus,8,6,4,5,4,3
Point (83350.0352171092381468 436493.00155264261411503),690,Hoflaan,Buslijn 57 Zone 5329,Bus,8,6,4,5,4,3
Point (87054.02264635991014075 441436.00968927738722414),691,Hofwijk,Buslijn 40 Zone 5325,Bus,3,2,2,2,2,2
Point (87040.0226925786701031 441438.01054147048853338),692,Hofwijk,Buslijn 40 Zone 5315,Bus,3,2,2,2,2,2
Point (88369.03290885061142035 436605.01312534225871786),693,Hogenbanweg,BOB-buslijn 2 Zone 5300,Bus,3,3,2,3,2,1
Point (88334.03299517201958224 436592.01269354327814654),694,Hogenbanweg,BOB-buslijn 3 Zone 5300,Bus,6,6,4,5,5,2
Point (88327.03297926086816005 436599.01249631133396178),695,Hogenbanweg,"Tramlijn 24, Tramlijn 21 Zone 5319 Halte is rolstoeltoegankelijk.",Tram,5,5,4,4,4,2
Point (88334.03294863448536489 436602.0124550309847109),696,Hogenbanweg,"Tramlijn 24, Tramlijn 21 Zone 5319 Halte is rolstoeltoegankelijk.",Tram,5,5,4,4,4,2
Point (84222.03013455163454637 438547.00313243217533454),697,Holiërhoek,Buslijn 56 Zone 5327,Bus,10,9,7,10,10,5
Point (84147.03020732727600262 438531.00345621118322015),698,Holiërhoek,"Buslijn 56, BOB-buslijn 2 Zone 5300",Bus,13,12,9,13,12,6
Point (99219.03047055788920261 435598.03537121752742678),699,Hollandia,Buslijn 96 Zone 5322,Bus,4,3,2,4,3,1
Point (83157.03079969760437962 438414.00112192519009113),700,Holysingel,Buslijn 57 Zone 5327,Bus,8,6,4,5,4,3
Point (83152.03060668372199871 438502.00085891841445118),701,Holysingel,"Buslijn 57, BOB-buslijn 2 Zone 5300",Bus,11,9,6,8,6,4
Point (83079.03031413489952683 438635.00103431876050308),702,Holysingel,Tramlijn 24 Zone 5327 Halte is rolstoeltoegankelijk.,Tram,4,4,3,3,3,2
Point (83122.03056556342926342 438527.00095250620506704),703,Holysingel,Tramlijn 24 Zone 5327 Halte is rolstoeltoegankelijk.,Tram,4,4,3,3,3,2
Point (95904.03771359333768487 432640.02829480142099783),704,Homerusstraat,Buslijn 70 Zone 5324,Bus,6,6,5,6,6,4
Point (95869.03774496461846866 432646.02826048521092162),705,Homerusstraat,Buslijn 70 Zone 5314,Bus,6,6,5,6,6,4
Point (95867.03775325611059088 432646.02851941873086616),706,Homerusstraat,Buslijn 76 Zone 5314,Bus,7,7,6,6,6,4
Point (95901.03776560022379272 432638.02865767781622708),707,Homerusstraat,Buslijn 76 Zone 5314,Bus,7,7,6,6,6,4
Point (86263.03245691941992845 437203.0080522284260951),708,Honnerlage Gretelaan,Buslijn 51 Zone 5319,Bus,7,5,5,7,5,4
Point (86344.03260017986758612 437124.00833848165348172),709,13,"Buslijn 51, BOB-buslijn 3 Zone 5300",Bus,13,11,9,12,10,6
Point (87638.03498918193508871 435810.01188418595120311),710,Hoofdstraat,Buslijn 54 Zone 5319,Bus,5,5,4,4,3,1
Point (84715.04790281638270244 430746.00466555304592475),711,Hoogvliet,"Metrolijn A/B/C, Metrolijn D Zone 5326 Dit metrostation is toegankelijk met een rolstoel.",Metro,24,24,12,24,24,12
Point (84715.04790281638270244 430746.00466555304592475),712,Hoogvliet,"Metrolijn A/B/C, Metrolijn D Zone 5316 Dit metrostation is toegankelijk met een rolstoel.",Metro,24,24,12,24,24,12
Point (84687.04787296043650713 430743.00507232936797664),713,Hoogvliet Metro,BOB-buslijn 7 Zone 5300,Bus,4,4,3,4,2,1
Point (84687.04787296043650713 430743.00507232936797664),714,Hoogvliet Metro,"Buslijn 78, Buslijn 80, Buslijn 79 Zone 5326",Bus,28,28,16,23,23,15
Point (84662.04793523918488063 430731.00405309250345454),715,Hoogvliet Metro Busperron A,Buslijn 78 Zone 5326,Bus,12,12,6,10,10,5
Point (84664.04794571713136975 430737.00456419098190963),716,Hoogvliet Metro Busperron B,Buslijn 78 Zone 5326,Bus,12,12,6,10,10,5
Point (84667.04786936187883839 430743.00438622303772718),717,Hoogvliet Metro Busperron C,Buslijn 79 Zone 5326,Bus,10,10,6,8,8,6
Point (84669.04786949032859411 430749.00489935162477195),718,Hoogvliet Metro Busperron D,Buslijn 80 Zone 5326,Bus,6,6,4,5,5,4
Point (84669.04786949032859411 430749.00489935162477195),719,Hoogvliet Metro Busperron D,Buslijn 80 Zone 5326,Bus,6,6,4,5,5,4
Point (84672.04785679344786331 430754.00440755893941969),720,Hoogvliet Metro Busperron E,Deze halte is tijdelijk komen te vervallen Zone 5326,Bus,4,4,2,3,3,2
Point (90493.03207126125926152 436610.01747454080032185),721,Hooidrift,Buslijn 32 Zone 5300,Bus,7,6,5,7,5,4
Point (90487.03206807631067932 436619.01748610974755138),722,Hooidrift,Buslijn 32 Zone 5300,Bus,7,6,5,7,5,4
Point (89085.02782086373190396 438826.01454840588849038),723,Hoornweg,Buslijn 33 Zone 5315,Bus,8,5,4,8,7,2
Point (89080.02791556471493095 438784.01405961299315095),724,Hoornweg,Buslijn 33 Zone 5315,Bus,8,5,4,8,7,2
Point (96230.03962187246361282 431599.02933093125466257),725,Hordijk,"Buslijn 184, Buslijn 183, Buslijn 187 Zone 5314",Bus,8,7,5,6,4,3
Point (96221.03959912738355342 431608.02954680618131533),726,Hordijk,"Buslijn 184, Buslijn 183, Buslijn 187, BOB-buslijn 11 Zone 5300",Bus,9,8,6,7,5,4
Point (84121.05027469755441416 429852.00296623184112832),727,Horsweg,Buslijn 80 Zone 5326,Bus,6,6,4,5,5,4
Point (84116.05026703990006354 429860.00280990824103355),728,Horsweg,Buslijn 80 Zone 5326,Bus,6,6,4,5,5,4
Point (100610.03848888663924299 430910.03830804926110432),729,Hortensiastraat,"Buslijn 143, Buslijn 146, Buslijn 245 Zone 5334",Bus,9,9,8,9,8,6
Point (100699.03855542879318818 430852.0385797054041177),730,Hortensiastraat,"Buslijn 145, Buslijn 146, BOB-buslijn 16 Zone 5300",Bus,10,9,8,9,7,6
Point (97915.03953436540905386 431169.03276769508374855),731,Hotel van der Valk,Buslijn 146 Zone 5334,Bus,3,3,3,3,3,3
Point (98018.03945686671067961 431158.03280116495443508),732,Hotel van der Valk,Buslijn 146 Zone 5334,Bus,3,3,3,3,3,3
Point (92233.00051533436635509 451351.02201297966530547),733,Houtsingel,Buslijn 170 Zone 5441,Bus,8,8,6,8,8,6
Point (92210.00050733803072944 451364.02112027944531292),734,Houtsingel,Buslijn 170 Zone 5441,Bus,8,8,6,8,8,6
Point (95434.03638576154480688 433435.02737389720277861),735,Hovendaal,Buslijn 76 Zone 5314,Bus,7,7,6,6,6,4
Point (95417.03640621433441993 433438.02807359967846423),736,Hovendaal,Buslijn 76 Zone 5314,Bus,7,7,6,6,6,4
Point (93024.01974699078709818 442090.02349588309880346),737,Humanitas-Akropolis,Buslijn 35 Zone 5310,Bus,8,8,4,7,4,4
Point (93042.01978454060736112 442079.02268723008455709),738,Humanitas-Akropolis,Buslijn 35 Zone 5310,Bus,8,8,4,7,4,4
Point (96803.03687554152566008 432848.030689385777805),739,Huniadijk,Buslijn 76 Zone 5324,Bus,7,7,6,6,6,4
Point (96800.03702211170457304 432768.03110445872880518),740,Huniadijk,Buslijn 76 Zone 5324,Bus,7,7,6,6,6,4
Point (96734.0247163923777407 439111.03090500133112073),741,Huslystraat,Buslijn 36 Zone 5321,Bus,4,2,1,3,2,1
Point (96750.02470633888151497 439103.03013998095411807),742,Huslystraat,"Buslijn 36, BOB-buslijn 5 Zone 5300",Bus,13,9,5,10,8,3
Point (89514.03162756926030852 436992.01529071526601911),743,Huygensstraat,"Tramlijn 8, Tramlijn 4 Zone 5319",Tram,7,6,4,5,5,3
Point (89508.03162491045077331 437009.01563162752427161),744,Huygensstraat,"Tramlijn 8, Tramlijn 4 Zone 5319",Tram,7,6,4,5,5,3
Point (100273.03331225193687715 433842.03769988793646917),745,Huys ten Donck,Buslijn 144 Zone 5324,Bus,3,2,2,3,1,1
Point (100289.03323253180133179 433850.03736499912338331),746,Huys ten Donck,Buslijn 144 Zone 5324,Bus,3,2,2,3,1,1
Point (83073.05457237892551348 428298.00110840547131374),747,Iepenlaan,BOB-buslijn 8 Zone 5326,Bus,6,6,5,6,6,4
Point (98403.0237541562091792 439323.03354362596292049),748,IJsselland Ziekenhuis,Buslijn 37 Zone 5321,Bus,4,1,1,2,1,1
Point (98403.0237541562091792 439323.03354362596292049),749,IJsselland Ziekenhuis,Buslijn 37 Zone 5321,Bus,4,1,1,2,1,1
Point (97527.0298095200851094 436314.0320688548963517),750,IJsselmondselaan,"Buslijn 95, Buslijn 34 Zone 5311",Bus,9,9,9,7,7,5
Point (97089.03309638085193001 434734.03108148346655071),751,Ijsselmondseplein,"Buslijn 183, Buslijn 140, Buslijn 145 Zone 5324",Bus,17,16,12,15,15,9
Point (97535.03203037960338406 435165.03216131258523092),752,IJsselmondshoofd,Buslijn 140 Zone 5324,Bus,12,11,8,11,11,6
Point (97527.03200606752943713 435180.03255213156808168),753,Ijsselmondshoofd,Buslijn 140 Zone 5324,Bus,12,11,8,11,11,6
Point (97795.03020483831642196 436050.03235724801197648),754,IJsselwerf,"Buslijn 34, Buslijn 95 Zone 5311",Bus,9,9,9,7,7,5
Point (93366.03733017030754127 433463.02361382823437452),755,Ikazia Ziekenhuis,"Buslijn 66, Buslijn 77 Zone 5314",Bus,10,7,5,8,4,2
Point (93430.03697239674511366 433644.02368453075177968),756,Ikazia Ziekenhuis,"Buslijn 66, Buslijn 77 Zone 5314",Bus,10,7,5,8,4,2
Point (84862.05058619599731173 429529.00474982155719772),757,In de Fuik,Buslijn 80 Zone 5326,Bus,6,6,4,5,5,4
Point (84854.05053038576443214 429544.00462849956238642),758,In de Fuik,Buslijn 80 Zone 5326,Bus,6,6,4,5,5,4
Point (99925.02920023008482531 436134.03661603643558919),759,Industrieweg,Buslijn 96 Zone 5322,Bus,4,3,2,4,3,1
Point (100025.0291152801073622 436159.03697260626358911),760,Industrieweg,Buslijn 96 Zone 5322,Bus,4,3,2,4,3,1
Point (88054.02553059777710587 440020.01189293712377548),761,Innsbruckweg,Buslijn 42 Zone 5315,Bus,3,4,2,3,2,2
Point (88056.02559591675526462 440003.01200318429619074),762,Innsbruckweg,Buslijn 42 Zone 5315,Bus,3,4,2,3,2,2
Point (96252.04387233729357831 429393.0296575915417634),763,J.G. Oemvliet,Buslijn 184 Zone 5328,Bus,3,3,2,2,1,0
Point (96258.04393652481667232 429385.02942505280952901),764,J.G. Oemvliet,"Buslijn 184, BOB-buslijn 11 Zone 5300",Bus,4,4,3,3,2,1
Point (96591.02367061085533351 439676.03068705799523741),765,Jacob van Campenplein,Buslijn 36 Zone 5321,Bus,4,2,1,3,2,1
Point (96587.02360670687630773 439714.03049395536072552),766,Jacob van Campenplein,"Buslijn 36, BOB-buslijn 5 Zone 5300",Bus,13,9,5,10,8,3
Point (96683.024354514607694 439303.0309116099961102),767,Jacob van Campenweg,Buslijn 36 Zone 5321,Bus,4,2,1,3,2,1
Point (96696.02443126286379993 439270.03000076743774116),768,Jacob van Campenweg,"Buslijn 36, BOB-buslijn 5 Zone 5300",Bus,13,9,5,10,8,3
Point (84926.01153425616212189 446486.00504592515062541),769,Jaffalaan,Buslijn 40 Zone 5426,Bus,3,2,2,2,2,2
Point (84958.01178018868085928 446388.00567069090902805),770,Jaffalaan,Buslijn 40 Zone 5426,Bus,3,2,2,2,2,2
Point (100946.03784216265194118 431158.03866471821675077),771,Jan Luykenstraat,"Buslijn 144, Buslijn 143, Buslijn 245 Zone 5334",Bus,9,8,7,9,6,4
Point (100936.03782056579075288 431174.03845599782653153),772,Jan Luykenstraat,"Buslijn 144, Buslijn 145, Buslijn 245 Zone 5334",Bus,9,8,7,9,6,4
Point (90907.04173406018526293 431956.01856755476910621),773,Jan Olieslagersweg,BOB-buslijn 7 Zone 5300,Bus,4,4,3,4,2,1
Point (83328.02964329718088266 438866.00110722926910967),774,Jean Monnetring,Buslijn 57 Zone 5327,Bus,8,6,4,5,4,3
Point (83336.02973231281794142 438858.00168550835223868),775,Jean Monnetring,"Buslijn 57, BOB-buslijn 2 Zone 5300",Bus,11,9,6,8,6,4
Point (94355.02722754431306385 438229.02569964551366866),776,Jericholaan,Tramlijn 7 Zone 5300 Halte is rolstoeltoegankelijk via deur 1 en 2 van de tram.,Tram,2,2,1,2,2,1
Point (94394.02731777640292421 438206.02553550060838461),777,Jericholaan,Tramlijn 7 Zone 5300 Halte is rolstoeltoegankelijk via deur 1 en 2 van de tram.,Tram,2,2,1,2,2,1
Point (94572.02085534225625452 441367.02625602670013905),778,Jeroen Boschlaan,Buslijn 35 Zone 5310,Bus,8,8,4,7,4,4
Point (94623.02095738904608879 441312.02634899807162583),779,Jeroen Boschlaan,Buslijn 35 Zone 5310,Bus,8,8,4,7,4,4
Point (97696.02614472788991407 438191.03250220679910854),780,Jinnahsingel,BOB-buslijn 4 Zone 5300,Bus,12,10,8,10,7,4
Point (83877.05459919503482524 428051.00253030192106962),781,Joke Smitlaan,BOB-buslijn 8 Zone 5326,Bus,6,6,5,6,6,4
Point (101259.03439251982490532 432972.03952764003770426),782,Juliana van Stolbergstraat,Buslijn 144 Zone 5334,Bus,3,2,2,3,1,1
Point (101308.03449015863589011 432917.03875328629510477),783,Juliana van Stolbergstraat,"Buslijn 144, Buslijn 140 Zone 5334",Bus,15,13,10,14,12,7
Point (85049.01084641051420476 446775.00541138846892864),784,Julianalaan,Buslijn 174 Zone 5426,Bus,4,3,3,3,2,1
Point (85170.01095361320767552 446733.00597299041692168),785,Julianalaan,Buslijn 174 Zone 5426,Bus,4,3,3,3,2,1
Point (85050.01094277149240952 446754.00549112336011603),786,Julianalaan,Buslijn 40 Zone 5426,Bus,3,2,2,2,2,2
Point (85105.0108351928065531 446784.00554487115005031),787,Julianalaan,Buslijn 40 Zone 5426,Bus,3,2,2,2,2,2
Point (91527.036853918019915 434125.01967391656944528),788,Kaatsbaan,"Buslijn 73, Buslijn 46 Zone 5314",Bus,10,9,6,8,9,5
Point (91505.03676944474864285 434177.01932544994633645),789,Kaatsbaan,"Buslijn 73, Buslijn 46 Zone 5314",Bus,10,9,6,8,9,5
Point (87846.03181198265519924 437197.01142975373659283),790,Kamerlingh Onneslaan,"Buslijn 126, Buslijn 51, Buslijn 54, Buslijn 38, BOB-buslijn 3 Zone 5300",Bus,29,25,21,24,21,12
Point (87839.03187813983822707 437194.01216078037396073),791,Kamerlingh Onneslaan,"Buslijn 51, Buslijn 126, Buslijn 54, Buslijn 38 Zone 5319",Bus,23,19,17,19,16,10
Point (85124.04749958903994411 430806.00521849957294762),792,Kamille,Buslijn 79 Zone 5326,Bus,10,10,6,8,8,6
Point (85137.04771973977040034 430718.0053997163195163),793,Kamille,Buslijn 79 Zone 5326,Bus,10,10,6,8,8,6
Point (99544.02395316069305409 439025.03640740475384519),794,Kanaalweg,"Buslijn 31, Buslijn 37 Zone 5321",Bus,7,3,3,4,2,2
Point (99537.02398518811969552 439028.03592077543726191),795,Kanaalweg,"Buslijn 31, Buslijn 37 Zone 5321",Bus,7,3,3,4,2,2
Point (84665.04685346070618834 431200.00445539993233979),796,Karvelsedijk,Buslijn 78 Zone 5326,Bus,12,12,6,10,10,5
Point (84672.04677309271937702 431228.00512913754209876),797,Karvelsedijk,"Buslijn 78, BOB-buslijn 7 Zone 5300",Bus,16,16,9,14,12,6
Point (100091.03646727494196966 432162.03717841522302479),798,Kastanjelaan,"Buslijn 143, Buslijn 145, Buslijn 245 Zone 5334",Bus,8,8,7,8,7,4
Point (100066.03649159158521798 432153.03641873749438673),799,Kastanjelaan,"Buslijn 143, Buslijn 145, Buslijn 245, BOB-buslijn 16 Zone 5300",Bus,13,12,10,12,10,6
Point (91806.02130562998354435 441507.02094770228723064),800,Kastanjeplein,Buslijn 35 Zone 5310,Bus,8,8,4,7,4,4
Point (91815.02124579931842163 441526.02079256036086008),801,Kastanjeplein,"Buslijn 35, BOB-buslijn 10 Zone 5300",Bus,12,11,6,11,7,5
Point (91822.02130996495543513 441482.02009639737661928),802,Kastanjeplein,Tramlijn 25 Zone 5310,Tram,3,3,2,3,3,2
Point (92340.03449558984721079 435077.02145771932555363),803,Katendrechtse Hoofd,Buslijn 77 Zone 5314,Bus,4,2,1,4,2,1
Point (92073.03701782069401816 433932.02110975520918146),804,Katendrechtse Lagedijk,"Buslijn 44, Buslijn 46 Zone 5314",Bus,9,7,6,8,8,5
Point (92042.03704568960529286 433929.02070805511903018),805,Katendrechtse Lagedijk,"Buslijn 44, Buslijn 46, BOB-buslijn 7, BOB-buslijn 11 Zone 5300",Bus,14,13,10,13,11,7
Point (92495.03459289853344671 435001.02174595312681049),806,Katendrechtsestraat,Buslijn 77 Zone 5314,Bus,4,2,1,4,2,1
Point (92552.03456174742314033 434996.02166755421785638),807,Katendrechtsestraat,Buslijn 77 Zone 5314,Bus,4,2,1,4,2,1
Point (88374.02903013963077683 438385.01258235890418291),808,Keenstraat,Buslijn 42 Zone 5315,Bus,3,4,2,3,2,2
Point (88343.02889257212518714 438439.01325571746565402),809,Keenstraat,Buslijn 42 Zone 5315,Bus,3,4,2,3,2,2
